feature,coefficient,model,test_patient
entropy__perm__P8-O2,0.4562255912247057,sr332,chb05
entropy__spectral__P8-O2,1.4255349964474697,sr332,chb05
entropy__perm__T7-FT9,-0.27647431780179954,sr332,chb05
entropy__spectral__T7-FT9,-0.0790227225902001,sr332,chb05
entropy__perm__T7-P7,0.34754025948884865,sr332,chb05
entropy__spectral__T7-P7,-0.4337160700999502,sr332,chb05
entropy__perm__T8-P8,2.2126338424977385,sr332,chb05
entropy__spectral__T8-P8,-1.0756971120487684,sr332,chb05
hjorth__activity__C3-P3,-1.8283474299684312,sr332,chb05
hjorth__mobility__C3-P3,-0.5560195277369129,sr332,chb05
hjorth__complexity__C3-P3,0.27943135441440353,sr332,chb05
hjorth__activity__C4-P4,-0.361167292890725,sr332,chb05
hjorth__mobility__C4-P4,0.4189980297772527,sr332,chb05
hjorth__complexity__C4-P4,0.3632461346017785,sr332,chb05
hjorth__activity__CZ-PZ,1.2012858383127212,sr332,chb05
hjorth__mobility__CZ-PZ,1.7451164592042123,sr332,chb05
hjorth__complexity__CZ-PZ,-0.042849566533051955,sr332,chb05
hjorth__activity__F3-C3,0.1625088758660007,sr332,chb05
hjorth__mobility__F3-C3,-1.117178677621985,sr332,chb05
hjorth__complexity__F3-C3,0.3886344636010259,sr332,chb05
hjorth__activity__F4-C4,0.2796064453458645,sr332,chb05
hjorth__mobility__F4-C4,-0.07992876587587636,sr332,chb05
hjorth__complexity__F4-C4,0.1619613339731526,sr332,chb05
hjorth__activity__F7-T7,-0.057706867455921906,sr332,chb05
hjorth__mobility__F7-T7,0.2183529175922011,sr332,chb05
hjorth__complexity__F7-T7,1.2564014206060408,sr332,chb05
hjorth__activity__F8-T8,-0.2626620161304923,sr332,chb05
hjorth__mobility__F8-T8,-0.7466882466547232,sr332,chb05
hjorth__complexity__F8-T8,0.5096830425101128,sr332,chb05
hjorth__activity__FP1-F3,-0.8609352801948453,sr332,chb05
hjorth__mobility__FP1-F3,0.6479591051220027,sr332,chb05
hjorth__complexity__FP1-F3,-0.0232161659293853,sr332,chb05
hjorth__activity__FP1-F7,-1.23285255764934,sr332,chb05
hjorth__mobility__FP1-F7,1.2703169801712384,sr332,chb05
hjorth__complexity__FP1-F7,0.1212133525154662,sr332,chb05
hjorth__activity__FP2-F4,0.5862634472003243,sr332,chb05
hjorth__mobility__FP2-F4,-0.5750737702162316,sr332,chb05
hjorth__complexity__FP2-F4,0.03212512611005775,sr332,chb05
hjorth__activity__FP2-F8,-1.2338449365780255,sr332,chb05
hjorth__mobility__FP2-F8,-0.5853576950402535,sr332,chb05
hjorth__complexity__FP2-F8,-0.3115449244419214,sr332,chb05
hjorth__activity__FT10-T8,-1.3094712690275703,sr332,chb05
hjorth__mobility__FT10-T8,-1.0012899046860408,sr332,chb05
hjorth__complexity__FT10-T8,-0.17929475964595248,sr332,chb05
hjorth__activity__FT9-FT10,-1.719848942685327,sr332,chb05
hjorth__mobility__FT9-FT10,-1.30048102710007,sr332,chb05
hjorth__complexity__FT9-FT10,0.2425245592682694,sr332,chb05
hjorth__activity__FZ-CZ,-0.7005909707099408,sr332,chb05
hjorth__mobility__FZ-CZ,-1.252791413701447,sr332,chb05
hjorth__complexity__FZ-CZ,0.5852660758385193,sr332,chb05
hjorth__activity__P3-O1,-1.6737124472517395,sr332,chb05
hjorth__mobility__P3-O1,0.5685035814147553,sr332,chb05
hjorth__complexity__P3-O1,0.463764657744844,sr332,chb05
hjorth__activity__P4-O2,-1.4724608817620843,sr332,chb05
hjorth__mobility__P4-O2,-0.3563500299834643,sr332,chb05
hjorth__complexity__P4-O2,0.9745458795798555,sr332,chb05
hjorth__activity__P7-O1,-1.9390432696548199,sr332,chb05
hjorth__mobility__P7-O1,-2.5330724882168094,sr332,chb05
hjorth__complexity__P7-O1,-0.2471239842532546,sr332,chb05
hjorth__activity__P7-T7,-1.0423946006168847,sr332,chb05
hjorth__mobility__P7-T7,-0.6389908676480314,sr332,chb05
hjorth__complexity__P7-T7,-0.22288212478326208,sr332,chb05
hjorth__activity__P8-O2,-1.4902581438695133,sr332,chb05
hjorth__mobility__P8-O2,-0.8105396516798125,sr332,chb05
hjorth__complexity__P8-O2,0.3321236243956171,sr332,chb05
hjorth__activity__T7-FT9,-1.169026166720904,sr332,chb05
hjorth__mobility__T7-FT9,1.8555236325221887,sr332,chb05
hjorth__complexity__T7-FT9,-0.17312311989648801,sr332,chb05
hjorth__activity__T7-P7,-1.0423946006168918,sr332,chb05
hjorth__mobility__T7-P7,-0.6389908676480193,sr332,chb05
hjorth__complexity__T7-P7,-0.22288212478326092,sr332,chb05
hjorth__activity__T8-P8,-0.7538843448425203,sr332,chb05
hjorth__mobility__T8-P8,1.2260637854589735,sr332,chb05
hjorth__complexity__T8-P8,-1.1062369493252953,sr332,chb05
sr__mean10_snr_change_vs_zero_noise_db__FP1-F7__ctx10,-0.19566124161711534,sr332,chb05
sr__mean10_snr_change_vs_zero_noise_db__FP1-F7__ctx10__missing,-0.9662027786814913,sr332,chb05
time__mean__C3-P3,-0.04384374747894809,sr332,chb08
time__std__C3-P3,0.5063761254970668,sr332,chb08
time__rms__C3-P3,0.46193885838330195,sr332,chb08
time__ptp__C3-P3,0.2578025047011299,sr332,chb08
time__line_length__C3-P3,0.1289486352621698,sr332,chb08
time__mean__C4-P4,0.15295886376709364,sr332,chb08
time__std__C4-P4,1.2259303341225882,sr332,chb08
time__rms__C4-P4,1.239068859059757,sr332,chb08
time__ptp__C4-P4,0.10806153462682709,sr332,chb08
time__line_length__C4-P4,-0.9553798888582004,sr332,chb08
time__mean__CZ-PZ,0.09682599484403907,sr332,chb08
time__std__CZ-PZ,0.6763828412253885,sr332,chb08
time__rms__CZ-PZ,0.6549921165568275,sr332,chb08
time__ptp__CZ-PZ,-0.9907843754580267,sr332,chb08
time__line_length__CZ-PZ,-0.09566199805272363,sr332,chb08
time__mean__F3-C3,-0.23831201258260337,sr332,chb08
time__std__F3-C3,-1.2441050813870345,sr332,chb08
time__rms__F3-C3,-1.2458600625100436,sr332,chb08
time__ptp__F3-C3,0.2738802701037462,sr332,chb08
time__line_length__F3-C3,1.3658811206444053,sr332,chb08
time__mean__F4-C4,0.1219640888560302,sr332,chb08
time__std__F4-C4,-0.7855137387494276,sr332,chb08
time__rms__F4-C4,-0.7156504710000817,sr332,chb08
time__ptp__F4-C4,0.7023298103402886,sr332,chb08
time__line_length__F4-C4,0.38767282483205834,sr332,chb08
time__mean__F7-T7,-0.13479585662467897,sr332,chb08
time__std__F7-T7,-0.05073895566684906,sr332,chb08
time__rms__F7-T7,0.021712537465014753,sr332,chb08
time__ptp__F7-T7,0.630855787088272,sr332,chb08
time__line_length__F7-T7,-0.24606623660284832,sr332,chb08
time__mean__F8-T8,0.0712002835849893,sr332,chb08
time__std__F8-T8,-0.6533691264873419,sr332,chb08
time__rms__F8-T8,-0.6662199829352836,sr332,chb08
time__ptp__F8-T8,0.2217617675336798,sr332,chb08
time__line_length__F8-T8,0.15904443034582535,sr332,chb08
time__mean__FP1-F3,0.12197985336801413,sr332,chb08
time__std__FP1-F3,0.18992423898066857,sr332,chb08
time__rms__FP1-F3,0.26772250919137464,sr332,chb08
time__ptp__FP1-F3,0.4057470836787159,sr332,chb08
time__line_length__FP1-F3,1.282494094223793,sr332,chb08
time__mean__FP1-F7,-0.10924926759309596,sr332,chb08
time__std__FP1-F7,1.2360024693263691,sr332,chb08
time__rms__FP1-F7,1.258192249852562,sr332,chb08
time__ptp__FP1-F7,-1.1204076521660005,sr332,chb08
time__line_length__FP1-F7,0.49700223385206976,sr332,chb08
time__mean__FP2-F4,0.33724829884089214,sr332,chb08
time__std__FP2-F4,-0.5210089098078602,sr332,chb08
time__rms__FP2-F4,-0.3746077617315373,sr332,chb08
time__ptp__FP2-F4,-0.23297206694474026,sr332,chb08
time__line_length__FP2-F4,-0.76222630113614,sr332,chb08
time__mean__FP2-F8,0.03825551498890371,sr332,chb08
time__std__FP2-F8,-0.1751343771625612,sr332,chb08
time__rms__FP2-F8,-0.049296715031378786,sr332,chb08
time__ptp__FP2-F8,0.4952927516722508,sr332,chb08
time__line_length__FP2-F8,-0.08008801316142547,sr332,chb08
time__mean__FT10-T8,-0.23138852338301433,sr332,chb08
time__std__FT10-T8,0.6475609152918197,sr332,chb08
time__rms__FT10-T8,0.6536934813500459,sr332,chb08
time__ptp__FT10-T8,-0.6517796186668228,sr332,chb08
time__line_length__FT10-T8,-0.17964111286585252,sr332,chb08
time__mean__FT9-FT10,-0.0033892392053797077,sr332,chb08
time__std__FT9-FT10,0.4441346261631522,sr332,chb08
time__rms__FT9-FT10,0.3283661340025984,sr332,chb08
time__ptp__FT9-FT10,-0.3715214967749016,sr332,chb08
time__line_length__FT9-FT10,3.286861154601696,sr332,chb08
time__mean__FZ-CZ,0.16041552389321453,sr332,chb08
time__std__FZ-CZ,-0.3660806282577719,sr332,chb08
time__rms__FZ-CZ,-0.29070914966471173,sr332,chb08
time__ptp__FZ-CZ,0.05655056673742635,sr332,chb08
time__line_length__FZ-CZ,1.146298274169319,sr332,chb08
time__mean__P3-O1,0.029521953114421882,sr332,chb08
time__std__P3-O1,-2.1938740024337955,sr332,chb08
time__rms__P3-O1,-2.2487610353857206,sr332,chb08
time__ptp__P3-O1,0.5466219404935317,sr332,chb08
time__line_length__P3-O1,0.7576981036150232,sr332,chb08
time__mean__P4-O2,-0.13700570053295277,sr332,chb08
time__std__P4-O2,0.0270106402421851,sr332,chb08
time__rms__P4-O2,0.029997333489172946,sr332,chb08
time__ptp__P4-O2,0.20629258797746902,sr332,chb08
time__line_length__P4-O2,-0.10453534732444471,sr332,chb08
time__mean__P7-O1,0.030738326593845757,sr332,chb08
time__std__P7-O1,0.4855494685614759,sr332,chb08
time__rms__P7-O1,0.45649231086396896,sr332,chb08
time__ptp__P7-O1,-1.1047956455129846,sr332,chb08
time__line_length__P7-O1,0.7208381237067285,sr332,chb08
time__mean__P7-T7,0.09183412161830304,sr332,chb08
time__std__P7-T7,0.706699124576522,sr332,chb08
time__rms__P7-T7,0.7064011653211631,sr332,chb08
time__ptp__P7-T7,-0.1437549465775921,sr332,chb08
time__line_length__P7-T7,-0.12479449444843607,sr332,chb08
time__mean__P8-O2,-0.07670559088504891,sr332,chb08
time__std__P8-O2,0.058577560266140444,sr332,chb08
time__rms__P8-O2,0.029736270716159204,sr332,chb08
time__ptp__P8-O2,-1.812415508770298,sr332,chb08
time__line_length__P8-O2,2.4038708213329003,sr332,chb08
time__mean__T7-FT9,-0.1827473631278094,sr332,chb08
time__std__T7-FT9,0.08910222764844734,sr332,chb08
time__rms__T7-FT9,0.06397366316676913,sr332,chb08
time__ptp__T7-FT9,-0.17831535896427608,sr332,chb08
time__line_length__T7-FT9,-0.23107531932204775,sr332,chb08
time__mean__T7-P7,-0.09183412161830369,sr332,chb08
time__std__T7-P7,0.7066991245765315,sr332,chb08
time__rms__T7-P7,0.7064011653211644,sr332,chb08
time__ptp__T7-P7,-0.14375494657759955,sr332,chb08
time__line_length__T7-P7,-0.12479449444841795,sr332,chb08
time__mean__T8-P8,0.06564659228320892,sr332,chb08
time__std__T8-P8,0.5420074741719642,sr332,chb08
time__rms__T8-P8,0.5368624320504414,sr332,chb08
time__ptp__T8-P8,-0.4318716638575013,sr332,chb08
time__line_length__T8-P8,0.5382652346516742,sr332,chb08
freq__delta__C3-P3,1.6280271031070366,sr332,chb08
freq__theta__C3-P3,1.1901817201138616,sr332,chb08
freq__alpha__C3-P3,-0.5371834144728388,sr332,chb08
freq__beta__C3-P3,-0.6273585574059096,sr332,chb08
freq__gamma__C3-P3,-0.6499250629451246,sr332,chb08
freq__delta__C4-P4,-1.3960824781843375,sr332,chb08
freq__theta__C4-P4,-0.2679069310339714,sr332,chb08
freq__alpha__C4-P4,-1.2398786936054347,sr332,chb08
freq__beta__C4-P4,-1.3898529941676536,sr332,chb08
freq__gamma__C4-P4,-1.176128073456741,sr332,chb08
freq__delta__CZ-PZ,-0.14061616087771125,sr332,chb08
freq__theta__CZ-PZ,-0.39279429994244125,sr332,chb08
freq__alpha__CZ-PZ,0.16669163976837828,sr332,chb08
freq__beta__CZ-PZ,-0.17895795617294052,sr332,chb08
freq__gamma__CZ-PZ,-0.256219395011856,sr332,chb08
freq__delta__F3-C3,0.34800065823679804,sr332,chb08
freq__theta__F3-C3,-1.2405828473927503,sr332,chb08
freq__alpha__F3-C3,0.749002972294934,sr332,chb08
freq__beta__F3-C3,0.7775218160818368,sr332,chb08
freq__gamma__F3-C3,-1.1978352081049766,sr332,chb08
freq__delta__F4-C4,-0.17969539851988528,sr332,chb08
freq__theta__F4-C4,0.6120416113745162,sr332,chb08
freq__alpha__F4-C4,0.7516905444666432,sr332,chb08
freq__beta__F4-C4,0.21862892615476884,sr332,chb08
freq__gamma__F4-C4,0.908652414945923,sr332,chb08
freq__delta__F7-T7,0.397194785613615,sr332,chb08
freq__theta__F7-T7,0.8226729363015434,sr332,chb08
freq__alpha__F7-T7,0.6775755409393427,sr332,chb08
freq__beta__F7-T7,-0.09333541148635226,sr332,chb08
freq__gamma__F7-T7,-0.9144274346660617,sr332,chb08
freq__delta__F8-T8,-0.4002793107032643,sr332,chb08
freq__theta__F8-T8,0.7020581123302557,sr332,chb08
freq__alpha__F8-T8,0.07358011142302398,sr332,chb08
freq__beta__F8-T8,0.5195420467735625,sr332,chb08
freq__gamma__F8-T8,-0.06173595492987921,sr332,chb08
freq__delta__FP1-F3,0.7038600707987747,sr332,chb08
freq__theta__FP1-F3,-1.2814779395201779,sr332,chb08
freq__alpha__FP1-F3,-1.377896856082304,sr332,chb08
freq__beta__FP1-F3,-1.9699756998513884,sr332,chb08
freq__gamma__FP1-F3,-0.4862264175545976,sr332,chb08
freq__delta__FP1-F7,-1.1734713812835633,sr332,chb08
freq__theta__FP1-F7,0.21973192340508432,sr332,chb08
freq__alpha__FP1-F7,0.4571158444916765,sr332,chb08
freq__beta__FP1-F7,-2.642701298601217,sr332,chb08
freq__gamma__FP1-F7,0.3652021234480946,sr332,chb08
freq__delta__FP2-F4,0.24155363936711216,sr332,chb08
freq__theta__FP2-F4,0.14095812072681818,sr332,chb08
freq__alpha__FP2-F4,-0.42422016038008875,sr332,chb08
freq__beta__FP2-F4,1.1594021844309046,sr332,chb08
freq__gamma__FP2-F4,0.03952089629467569,sr332,chb08
freq__delta__FP2-F8,-0.7557960494857158,sr332,chb08
freq__theta__FP2-F8,-0.2823359134592087,sr332,chb08
freq__alpha__FP2-F8,-0.2756791689615477,sr332,chb08
freq__beta__FP2-F8,-0.7147360825739117,sr332,chb08
freq__gamma__FP2-F8,0.5545015593696533,sr332,chb08
freq__delta__FT10-T8,-0.3386197575567309,sr332,chb08
freq__theta__FT10-T8,-0.3329317791210823,sr332,chb08
freq__alpha__FT10-T8,-1.463417608958848,sr332,chb08
freq__beta__FT10-T8,-0.19970050860146196,sr332,chb08
freq__gamma__FT10-T8,-0.1712489515468163,sr332,chb08
freq__delta__FT9-FT10,0.7214409064924792,sr332,chb08
freq__theta__FT9-FT10,1.491159739301553,sr332,chb08
freq__alpha__FT9-FT10,2.8915480153810025,sr332,chb08
freq__beta__FT9-FT10,-0.39004656366747353,sr332,chb08
freq__gamma__FT9-FT10,0.5254236902696565,sr332,chb08
freq__delta__FZ-CZ,1.1838559220701055,sr332,chb08
freq__theta__FZ-CZ,-1.147803925571974,sr332,chb08
freq__alpha__FZ-CZ,-0.0566527389011038,sr332,chb08
freq__beta__FZ-CZ,0.6569101631347039,sr332,chb08
freq__gamma__FZ-CZ,-0.177941506059163,sr332,chb08
freq__delta__P3-O1,0.5162679569193693,sr332,chb08
freq__theta__P3-O1,-0.7940108374881739,sr332,chb08
freq__alpha__P3-O1,0.7297507573094785,sr332,chb08
freq__beta__P3-O1,0.9104124558567536,sr332,chb08
freq__gamma__P3-O1,0.4622211579049912,sr332,chb08
freq__delta__P4-O2,-0.2612036992436714,sr332,chb08
freq__theta__P4-O2,2.4364165182298407,sr332,chb08
freq__alpha__P4-O2,0.8529194938793059,sr332,chb08
freq__beta__P4-O2,0.06382303042139816,sr332,chb08
freq__gamma__P4-O2,-1.1429666150663247,sr332,chb08
freq__delta__P7-O1,0.7998876171955461,sr332,chb08
freq__theta__P7-O1,0.779940549620169,sr332,chb08
freq__alpha__P7-O1,1.2258692445342692,sr332,chb08
freq__beta__P7-O1,-0.49646649767708984,sr332,chb08
freq__gamma__P7-O1,-0.17718160305048755,sr332,chb08
freq__delta__P7-T7,-0.6266303378928998,sr332,chb08
freq__theta__P7-T7,1.2091029254347627,sr332,chb08
freq__alpha__P7-T7,0.14766972042985546,sr332,chb08
freq__beta__P7-T7,-0.46445258837887626,sr332,chb08
freq__gamma__P7-T7,0.154739560152006,sr332,chb08
freq__delta__P8-O2,1.1005491729125387,sr332,chb08
freq__theta__P8-O2,0.257805892133005,sr332,chb08
freq__alpha__P8-O2,0.9764010256946545,sr332,chb08
freq__beta__P8-O2,-1.118269604901843,sr332,chb08
freq__gamma__P8-O2,0.264453436553558,sr332,chb08
freq__delta__T7-FT9,0.06314584740834264,sr332,chb08
freq__theta__T7-FT9,-1.1298534389535242,sr332,chb08
freq__alpha__T7-FT9,-0.6737426556661149,sr332,chb08
freq__beta__T7-FT9,-1.3061676733063874,sr332,chb08
freq__gamma__T7-FT9,0.16083627041830847,sr332,chb08
freq__delta__T7-P7,-0.6266303378929007,sr332,chb08
freq__theta__T7-P7,1.20910292543476,sr332,chb08
freq__alpha__T7-P7,0.14766972042985407,sr332,chb08
freq__beta__T7-P7,-0.4644525883788758,sr332,chb08
freq__gamma__T7-P7,0.15473956015200377,sr332,chb08
freq__delta__T8-P8,-0.26226934449573003,sr332,chb08
freq__theta__T8-P8,1.6337080880436472,sr332,chb08
freq__alpha__T8-P8,0.1463398331315965,sr332,chb08
freq__beta__T8-P8,-1.2139439083400319,sr332,chb08
freq__gamma__T8-P8,-1.4819376065183474,sr332,chb08
entropy__perm__C3-P3,0.13032818497712081,sr332,chb08
entropy__spectral__C3-P3,0.46940745670427925,sr332,chb08
entropy__perm__C4-P4,0.9422508106634293,sr332,chb08
entropy__spectral__C4-P4,-0.5342489604257421,sr332,chb08
entropy__perm__CZ-PZ,-1.7202473535872311,sr332,chb08
entropy__spectral__CZ-PZ,-0.050909692620703266,sr332,chb08
entropy__perm__F3-C3,1.1869215221353582,sr332,chb08
entropy__spectral__F3-C3,0.37569399366464895,sr332,chb08
entropy__perm__F4-C4,-2.056305094703966,sr332,chb08
entropy__spectral__F4-C4,-0.08395857245999493,sr332,chb08
entropy__perm__F7-T7,1.3431061234933215,sr332,chb08
entropy__spectral__F7-T7,1.1016141587299766,sr332,chb08
entropy__perm__F8-T8,0.7042087084824292,sr332,chb08
entropy__spectral__F8-T8,-0.10908682947753061,sr332,chb08
entropy__perm__FP1-F3,1.3324263244499175,sr332,chb08
entropy__spectral__FP1-F3,0.9939707961062302,sr332,chb08
entropy__perm__FP1-F7,-0.9651289800512569,sr332,chb08
entropy__spectral__FP1-F7,-0.9976972933384116,sr332,chb08
entropy__perm__FP2-F4,-0.2805577885120708,sr332,chb08
entropy__spectral__FP2-F4,0.17810714000445338,sr332,chb08
entropy__perm__FP2-F8,0.5450234339292491,sr332,chb08
entropy__spectral__FP2-F8,-0.7470232350785468,sr332,chb08
entropy__perm__FT10-T8,-0.9451930055814328,sr332,chb08
entropy__spectral__FT10-T8,0.9514995747225742,sr332,chb08
entropy__perm__FT9-FT10,-0.0597365483352098,sr332,chb08
entropy__spectral__FT9-FT10,0.19986952016170764,sr332,chb08
entropy__perm__FZ-CZ,0.49276978757771167,sr332,chb08
entropy__spectral__FZ-CZ,0.015219755383785824,sr332,chb08
entropy__perm__P3-O1,-1.0092361926447413,sr332,chb08
entropy__spectral__P3-O1,-0.5770800590012098,sr332,chb08
entropy__perm__P4-O2,-1.1477332827580684,sr332,chb08
entropy__spectral__P4-O2,0.10037961299508831,sr332,chb08
entropy__perm__P7-O1,-0.11853096647114143,sr332,chb08
entropy__spectral__P7-O1,1.0282273107617077,sr332,chb08
entropy__perm__P7-T7,-0.3918796204156457,sr332,chb08
entropy__spectral__P7-T7,0.2914606718245984,sr332,chb08
entropy__perm__P8-O2,1.2090332170567222,sr332,chb08
entropy__spectral__P8-O2,1.1790591824362495,sr332,chb08
entropy__perm__T7-FT9,-1.0810374815226778,sr332,chb08
entropy__spectral__T7-FT9,1.0545811336507374,sr332,chb08
entropy__perm__T7-P7,-0.39187962041567914,sr332,chb08
entropy__spectral__T7-P7,0.29146067182460383,sr332,chb08
entropy__perm__T8-P8,0.7764282557920373,sr332,chb08
entropy__spectral__T8-P8,-0.020792499184627177,sr332,chb08
hjorth__activity__C3-P3,-0.7678510614884966,sr332,chb08
hjorth__mobility__C3-P3,-0.13917288767966116,sr332,chb08
hjorth__complexity__C3-P3,-0.4471980391410216,sr332,chb08
hjorth__activity__C4-P4,-1.529102504123663,sr332,chb08
hjorth__mobility__C4-P4,0.6800921753143169,sr332,chb08
hjorth__complexity__C4-P4,-0.3265786861714585,sr332,chb08
hjorth__activity__CZ-PZ,0.2899321602858402,sr332,chb08
hjorth__mobility__CZ-PZ,1.618090117722465,sr332,chb08
hjorth__complexity__CZ-PZ,0.30784735406481584,sr332,chb08
hjorth__activity__F3-C3,0.08167725756205993,sr332,chb08
hjorth__mobility__F3-C3,-2.3671222362271194,sr332,chb08
hjorth__complexity__F3-C3,0.1848366183539,sr332,chb08
hjorth__activity__F4-C4,0.5372986673659261,sr332,chb08
hjorth__mobility__F4-C4,0.8601327017979717,sr332,chb08
hjorth__complexity__F4-C4,0.42520391686605635,sr332,chb08
hjorth__activity__F7-T7,-0.7935595866314189,sr332,chb08
hjorth__mobility__F7-T7,0.6153964350205937,sr332,chb08
hjorth__complexity__F7-T7,0.7563457626859091,sr332,chb08
hjorth__activity__F8-T8,0.7962631216476334,sr332,chb08
hjorth__mobility__F8-T8,-0.7535894085573913,sr332,chb08
hjorth__complexity__F8-T8,0.08328222326336177,sr332,chb08
hjorth__activity__FP1-F3,0.6078714544004524,sr332,chb08
hjorth__mobility__FP1-F3,-1.1466403184336198,sr332,chb08
hjorth__complexity__FP1-F3,-0.8730705962146856,sr332,chb08
hjorth__activity__FP1-F7,-1.0902776151209501,sr332,chb08
hjorth__mobility__FP1-F7,0.8531748680051919,sr332,chb08
hjorth__complexity__FP1-F7,0.909142707199934,sr332,chb08
hjorth__activity__FP2-F4,0.530394917429619,sr332,chb08
hjorth__mobility__FP2-F4,-0.3736527500488286,sr332,chb08
hjorth__complexity__FP2-F4,0.17745054032738217,sr332,chb08
hjorth__activity__FP2-F8,0.37576834995366243,sr332,chb08
hjorth__mobility__FP2-F8,-0.9328671440570929,sr332,chb08
hjorth__complexity__FP2-F8,-1.5647496790073248,sr332,chb08
hjorth__activity__FT10-T8,-0.3932046228107412,sr332,chb08
hjorth__mobility__FT10-T8,-0.03651205472672836,sr332,chb08
hjorth__complexity__FT10-T8,-0.18990025479737743,sr332,chb08
hjorth__activity__FT9-FT10,-0.9334216494629852,sr332,chb08
hjorth__mobility__FT9-FT10,-1.4872007572610766,sr332,chb08
