feature,coefficient,model,test_patient
entropy__perm__FP2-F4,-0.30502963196162036,canonical330,chb08
entropy__spectral__FP2-F4,0.210654881996042,canonical330,chb08
entropy__perm__FP2-F8,0.5513061373664409,canonical330,chb08
entropy__spectral__FP2-F8,-0.7643983996522454,canonical330,chb08
entropy__perm__FT10-T8,-0.9240470754821924,canonical330,chb08
entropy__spectral__FT10-T8,0.9107834502534345,canonical330,chb08
entropy__perm__FT9-FT10,-0.07231556479441179,canonical330,chb08
entropy__spectral__FT9-FT10,0.17663515249933204,canonical330,chb08
entropy__perm__FZ-CZ,0.5131934192851874,canonical330,chb08
entropy__spectral__FZ-CZ,-0.006037905141504535,canonical330,chb08
entropy__perm__P3-O1,-1.005749872796129,canonical330,chb08
entropy__spectral__P3-O1,-0.5627953429351422,canonical330,chb08
entropy__perm__P4-O2,-1.1782193078930832,canonical330,chb08
entropy__spectral__P4-O2,0.0942869775220994,canonical330,chb08
entropy__perm__P7-O1,-0.110248246347505,canonical330,chb08
entropy__spectral__P7-O1,1.0106443036992254,canonical330,chb08
entropy__perm__P7-T7,-0.41049813237542954,canonical330,chb08
entropy__spectral__P7-T7,0.3219678916014333,canonical330,chb08
entropy__perm__P8-O2,1.2333596621341285,canonical330,chb08
entropy__spectral__P8-O2,1.2334687698545075,canonical330,chb08
entropy__perm__T7-FT9,-1.1031748070838423,canonical330,chb08
entropy__spectral__T7-FT9,1.0442039484640944,canonical330,chb08
entropy__perm__T7-P7,-0.4104981323754642,canonical330,chb08
entropy__spectral__T7-P7,0.3219678916014355,canonical330,chb08
entropy__perm__T8-P8,0.7837863093063109,canonical330,chb08
entropy__spectral__T8-P8,-0.03522347237735802,canonical330,chb08
hjorth__activity__C3-P3,-0.6888724108661148,canonical330,chb08
hjorth__mobility__C3-P3,-0.156147582354553,canonical330,chb08
hjorth__complexity__C3-P3,-0.4716972919824829,canonical330,chb08
hjorth__activity__C4-P4,-1.599544851092655,canonical330,chb08
hjorth__mobility__C4-P4,0.7366162416136484,canonical330,chb08
hjorth__complexity__C4-P4,-0.31924031664828806,canonical330,chb08
hjorth__activity__CZ-PZ,0.278093849857512,canonical330,chb08
hjorth__mobility__CZ-PZ,1.6011587726555452,canonical330,chb08
hjorth__complexity__CZ-PZ,0.33103114603328115,canonical330,chb08
hjorth__activity__F3-C3,0.09713283221520178,canonical330,chb08
hjorth__mobility__F3-C3,-2.345266161846615,canonical330,chb08
hjorth__complexity__F3-C3,0.21547983760090453,canonical330,chb08
hjorth__activity__F4-C4,0.5149662278556218,canonical330,chb08
hjorth__mobility__F4-C4,0.88979451531814,canonical330,chb08
hjorth__complexity__F4-C4,0.4457109831380755,canonical330,chb08
hjorth__activity__F7-T7,-0.7822662571566428,canonical330,chb08
hjorth__mobility__F7-T7,0.5421036799835449,canonical330,chb08
hjorth__complexity__F7-T7,0.7679363558197789,canonical330,chb08
hjorth__activity__F8-T8,0.6179429245299176,canonical330,chb08
hjorth__mobility__F8-T8,-0.7524997857012795,canonical330,chb08
hjorth__complexity__F8-T8,0.13288379420246554,canonical330,chb08
hjorth__activity__FP1-F3,0.6304332121865894,canonical330,chb08
hjorth__mobility__FP1-F3,-1.1591640199970663,canonical330,chb08
hjorth__complexity__FP1-F3,-0.876250053955458,canonical330,chb08
hjorth__activity__FP1-F7,-1.1042404186817243,canonical330,chb08
hjorth__mobility__FP1-F7,0.7950320214066213,canonical330,chb08
hjorth__complexity__FP1-F7,0.8553102406653192,canonical330,chb08
hjorth__activity__FP2-F4,0.5292258631963503,canonical330,chb08
hjorth__mobility__FP2-F4,-0.46222554625604356,canonical330,chb08
hjorth__complexity__FP2-F4,0.16063368092625607,canonical330,chb08
hjorth__activity__FP2-F8,0.38021543810217745,canonical330,chb08
hjorth__mobility__FP2-F8,-0.8976968114268031,canonical330,chb08
hjorth__complexity__FP2-F8,-1.570671520916455,canonical330,chb08
hjorth__activity__FT10-T8,-0.4029485378068522,canonical330,chb08
hjorth__mobility__FT10-T8,0.001857417154415593,canonical330,chb08
hjorth__complexity__FT10-T8,-0.2076411606646926,canonical330,chb08
hjorth__activity__FT9-FT10,-0.9782101662499777,canonical330,chb08
hjorth__mobility__FT9-FT10,-1.4363760742899003,canonical330,chb08
hjorth__complexity__FT9-FT10,-1.5111997508951365,canonical330,chb08
hjorth__activity__FZ-CZ,-0.8408093323968185,canonical330,chb08
hjorth__mobility__FZ-CZ,-0.5915839446121408,canonical330,chb08
hjorth__complexity__FZ-CZ,0.6921577207214903,canonical330,chb08
hjorth__activity__P3-O1,-0.887480867807104,canonical330,chb08
hjorth__mobility__P3-O1,0.381004305609809,canonical330,chb08
hjorth__complexity__P3-O1,0.5660648482928327,canonical330,chb08
hjorth__activity__P4-O2,-0.2793673126549598,canonical330,chb08
hjorth__mobility__P4-O2,-0.24799011301924714,canonical330,chb08
hjorth__complexity__P4-O2,0.02753212437495714,canonical330,chb08
hjorth__activity__P7-O1,-0.10810218894094538,canonical330,chb08
hjorth__mobility__P7-O1,-1.5438353407193106,canonical330,chb08
hjorth__complexity__P7-O1,0.42772002646920504,canonical330,chb08
hjorth__activity__P7-T7,-0.5188660311493756,canonical330,chb08
hjorth__mobility__P7-T7,-0.4031885344625737,canonical330,chb08
hjorth__complexity__P7-T7,0.0318429419948564,canonical330,chb08
hjorth__activity__P8-O2,0.18571295915616817,canonical330,chb08
hjorth__mobility__P8-O2,-0.2479057480233156,canonical330,chb08
hjorth__complexity__P8-O2,1.2258844442564567,canonical330,chb08
hjorth__activity__T7-FT9,-1.187395592020448,canonical330,chb08
hjorth__mobility__T7-FT9,-0.49098696542005404,canonical330,chb08
hjorth__complexity__T7-FT9,0.23157843249404625,canonical330,chb08
hjorth__activity__T7-P7,-0.5188660311493769,canonical330,chb08
hjorth__mobility__T7-P7,-0.4031885344625724,canonical330,chb08
hjorth__complexity__T7-P7,0.031842941994865204,canonical330,chb08
hjorth__activity__T8-P8,-0.05616475261743953,canonical330,chb08
hjorth__mobility__T8-P8,1.3557607403724676,canonical330,chb08
hjorth__complexity__T8-P8,0.29658068108266894,canonical330,chb08
time__mean__C3-P3,0.005384385812674604,sr332,chb01
time__std__C3-P3,0.28104092248038687,sr332,chb01
time__rms__C3-P3,0.3761792630396843,sr332,chb01
time__ptp__C3-P3,-0.6723132427485654,sr332,chb01
time__line_length__C3-P3,1.6867075553917545,sr332,chb01
time__mean__C4-P4,-0.004316756668092516,sr332,chb01
time__std__C4-P4,0.90059469856118,sr332,chb01
time__rms__C4-P4,0.9268581891555996,sr332,chb01
time__ptp__C4-P4,0.2704755798663369,sr332,chb01
time__line_length__C4-P4,-0.26702223206582326,sr332,chb01
time__mean__CZ-PZ,0.08675786949802708,sr332,chb01
time__std__CZ-PZ,0.9643934040209019,sr332,chb01
time__rms__CZ-PZ,1.0220496216368045,sr332,chb01
time__ptp__CZ-PZ,-0.8335093133973193,sr332,chb01
time__line_length__CZ-PZ,-0.4052670608930967,sr332,chb01
time__mean__F3-C3,-0.11694791498715079,sr332,chb01
time__std__F3-C3,-1.4931965506222808,sr332,chb01
time__rms__F3-C3,-1.47578519580112,sr332,chb01
time__ptp__F3-C3,0.7048426304718572,sr332,chb01
time__line_length__F3-C3,1.1796153198147394,sr332,chb01
time__mean__F4-C4,-0.00153068058027219,sr332,chb01
time__std__F4-C4,-0.8142761943013548,sr332,chb01
time__rms__F4-C4,-0.5430446632774696,sr332,chb01
time__ptp__F4-C4,0.44617398617669096,sr332,chb01
time__line_length__F4-C4,-0.8203969325625006,sr332,chb01
time__mean__F7-T7,-0.01815008839050709,sr332,chb01
time__std__F7-T7,-0.6703516964379229,sr332,chb01
time__rms__F7-T7,-0.6199232906217266,sr332,chb01
time__ptp__F7-T7,-1.3584044051016015,sr332,chb01
time__line_length__F7-T7,-1.0855920205252758,sr332,chb01
time__mean__F8-T8,0.04341608804277382,sr332,chb01
time__std__F8-T8,-1.305396433069179,sr332,chb01
time__rms__F8-T8,-1.2864298443533453,sr332,chb01
time__ptp__F8-T8,0.6588795846896373,sr332,chb01
time__line_length__F8-T8,-0.8836031185531132,sr332,chb01
time__mean__FP1-F3,0.2943522114530387,sr332,chb01
time__std__FP1-F3,0.08587250401322497,sr332,chb01
time__rms__FP1-F3,0.1626166730388882,sr332,chb01
time__ptp__FP1-F3,1.2519775944722729,sr332,chb01
time__line_length__FP1-F3,-0.07999162804321223,sr332,chb01
time__mean__FP1-F7,-0.2345743948751625,sr332,chb01
time__std__FP1-F7,-0.6017569507267142,sr332,chb01
time__rms__FP1-F7,-0.6216304844473605,sr332,chb01
time__ptp__FP1-F7,-0.039850220155302964,sr332,chb01
time__line_length__FP1-F7,1.701800431736066,sr332,chb01
time__mean__FP2-F4,0.31526068832063137,sr332,chb01
time__std__FP2-F4,0.049626726324944005,sr332,chb01
time__rms__FP2-F4,0.2563427998352836,sr332,chb01
time__ptp__FP2-F4,-0.9379907611578184,sr332,chb01
time__line_length__FP2-F4,0.948796327256687,sr332,chb01
time__mean__FP2-F8,0.029041250226653978,sr332,chb01
time__std__FP2-F8,-0.4405516003366848,sr332,chb01
time__rms__FP2-F8,-0.22584456840882525,sr332,chb01
time__ptp__FP2-F8,1.8343741853036322,sr332,chb01
time__line_length__FP2-F8,-0.6133964834622485,sr332,chb01
time__mean__FT10-T8,-0.08875684644343892,sr332,chb01
time__std__FT10-T8,1.3382860216973178,sr332,chb01
time__rms__FT10-T8,1.299144028284525,sr332,chb01
time__ptp__FT10-T8,-0.8723638963644245,sr332,chb01
time__line_length__FT10-T8,1.255554313424723,sr332,chb01
time__mean__FT9-FT10,-0.24916543554693946,sr332,chb01
time__std__FT9-FT10,0.17528616291160334,sr332,chb01
time__rms__FT9-FT10,-0.13064659847859325,sr332,chb01
time__ptp__FT9-FT10,-0.6508014220754018,sr332,chb01
time__line_length__FT9-FT10,5.3543568326080875,sr332,chb01
time__mean__FZ-CZ,0.16099313713272984,sr332,chb01
time__std__FZ-CZ,0.4359581469539859,sr332,chb01
time__rms__FZ-CZ,0.48796770404106665,sr332,chb01
time__ptp__FZ-CZ,-0.8482278318120956,sr332,chb01
time__line_length__FZ-CZ,0.1404799215549426,sr332,chb01
time__mean__P3-O1,0.1292125888844982,sr332,chb01
time__std__P3-O1,-1.689829827754854,sr332,chb01
time__rms__P3-O1,-1.7367008071054284,sr332,chb01
time__ptp__P3-O1,1.2753813549717328,sr332,chb01
time__line_length__P3-O1,-0.5792299778366683,sr332,chb01
time__mean__P4-O2,0.007451036291940839,sr332,chb01
time__std__P4-O2,-0.0816987515454,sr332,chb01
time__rms__P4-O2,-0.09690359809472501,sr332,chb01
time__ptp__P4-O2,0.16047508149968628,sr332,chb01
time__line_length__P4-O2,-0.5472776586440293,sr332,chb01
time__mean__P7-O1,0.04962941446892359,sr332,chb01
time__std__P7-O1,1.053711202494465,sr332,chb01
time__rms__P7-O1,0.9325890551188223,sr332,chb01
time__ptp__P7-O1,-2.343162045627156,sr332,chb01
time__line_length__P7-O1,3.1781451085040513,sr332,chb01
time__mean__P7-T7,-0.07178595369045718,sr332,chb01
time__std__P7-T7,1.1982419522823664,sr332,chb01
time__rms__P7-T7,1.353850248409652,sr332,chb01
time__ptp__P7-T7,-0.09582682343014927,sr332,chb01
time__line_length__P7-T7,-0.4798732793767436,sr332,chb01
time__mean__P8-O2,-0.34532168463096075,sr332,chb01
time__std__P8-O2,0.4393516570841415,sr332,chb01
time__rms__P8-O2,0.47341715134276147,sr332,chb01
time__ptp__P8-O2,-0.11276747751278733,sr332,chb01
time__line_length__P8-O2,1.8022937088708064,sr332,chb01
time__mean__T7-FT9,-0.22933114018351916,sr332,chb01
time__std__T7-FT9,1.7197173110663309,sr332,chb01
time__rms__T7-FT9,1.6943947708034472,sr332,chb01
time__ptp__T7-FT9,-0.6805173987953591,sr332,chb01
time__line_length__T7-FT9,-0.37331221351745836,sr332,chb01
time__mean__T7-P7,0.07178595369046624,sr332,chb01
time__std__T7-P7,1.1982419522823298,sr332,chb01
time__rms__T7-P7,1.3538502484096464,sr332,chb01
time__ptp__T7-P7,-0.09582682342996793,sr332,chb01
time__line_length__T7-P7,-0.4798732793767293,sr332,chb01
time__mean__T8-P8,-0.18190331114176425,sr332,chb01
time__std__T8-P8,-0.14854841942034883,sr332,chb01
time__rms__T8-P8,-0.20509610052789262,sr332,chb01
time__ptp__T8-P8,-0.38273582282720775,sr332,chb01
time__line_length__T8-P8,-0.0851319497336606,sr332,chb01
freq__delta__C3-P3,0.7782070789601688,sr332,chb01
freq__theta__C3-P3,0.6833665453301602,sr332,chb01
freq__alpha__C3-P3,-0.07956221517768508,sr332,chb01
freq__beta__C3-P3,-0.3552894207974698,sr332,chb01
freq__gamma__C3-P3,-0.748557167380272,sr332,chb01
freq__delta__C4-P4,-1.3545878272064311,sr332,chb01
freq__theta__C4-P4,-0.39577773290371016,sr332,chb01
freq__alpha__C4-P4,-0.9868804176088694,sr332,chb01
freq__beta__C4-P4,-1.4299461476571813,sr332,chb01
freq__gamma__C4-P4,-0.5194537980372754,sr332,chb01
freq__delta__CZ-PZ,-0.6962312249941462,sr332,chb01
freq__theta__CZ-PZ,-0.7136608263907898,sr332,chb01
freq__alpha__CZ-PZ,0.1426509009943035,sr332,chb01
freq__beta__CZ-PZ,0.026908064379280044,sr332,chb01
freq__gamma__CZ-PZ,-0.4787594492319585,sr332,chb01
freq__delta__F3-C3,-0.13083256090146447,sr332,chb01
freq__theta__F3-C3,-1.7454365810736763,sr332,chb01
freq__alpha__F3-C3,1.3257452597214137,sr332,chb01
freq__beta__F3-C3,0.9498405484620472,sr332,chb01
freq__gamma__F3-C3,-0.76718099055569,sr332,chb01
freq__delta__F4-C4,-0.8268519623085696,sr332,chb01
freq__theta__F4-C4,0.8384230774349393,sr332,chb01
freq__alpha__F4-C4,0.6100119373128413,sr332,chb01
freq__beta__F4-C4,0.23739424212043347,sr332,chb01
freq__gamma__F4-C4,0.5225951930550025,sr332,chb01
freq__delta__F7-T7,0.8631957458986754,sr332,chb01
freq__theta__F7-T7,-0.25249142765553756,sr332,chb01
freq__alpha__F7-T7,1.623698620276621,sr332,chb01
freq__beta__F7-T7,3.0135791391427547,sr332,chb01
freq__gamma__F7-T7,0.03641043104365633,sr332,chb01
freq__delta__F8-T8,0.7618815958999983,sr332,chb01
freq__theta__F8-T8,1.7695904965430722,sr332,chb01
freq__alpha__F8-T8,1.6616841502261799,sr332,chb01
freq__beta__F8-T8,1.4517766037351534,sr332,chb01
freq__gamma__F8-T8,0.5790104515858788,sr332,chb01
freq__delta__FP1-F3,0.6557124329379336,sr332,chb01
freq__theta__FP1-F3,-0.3076904380692147,sr332,chb01
freq__alpha__FP1-F3,-0.5378452995600244,sr332,chb01
freq__beta__FP1-F3,-1.9731160285387475,sr332,chb01
freq__gamma__FP1-F3,0.12583138394419596,sr332,chb01
freq__delta__FP1-F7,-1.2292278240481807,sr332,chb01
freq__theta__FP1-F7,0.5647918568062978,sr332,chb01
freq__alpha__FP1-F7,0.35421746959640427,sr332,chb01
freq__beta__FP1-F7,-3.9529532155189657,sr332,chb01
freq__gamma__FP1-F7,-0.29586607266990383,sr332,chb01
freq__delta__FP2-F4,1.4256669798536745,sr332,chb01
freq__theta__FP2-F4,-0.42916350100976924,sr332,chb01
freq__alpha__FP2-F4,0.34038347358010995,sr332,chb01
freq__beta__FP2-F4,1.4291708851511271,sr332,chb01
freq__gamma__FP2-F4,-0.22422260747993666,sr332,chb01
freq__delta__FP2-F8,-0.9256535680174633,sr332,chb01
freq__theta__FP2-F8,0.04347241309936895,sr332,chb01
freq__alpha__FP2-F8,-0.7893893712428324,sr332,chb01
freq__beta__FP2-F8,-2.1808142402958244,sr332,chb01
freq__gamma__FP2-F8,0.5184435515997711,sr332,chb01
freq__delta__FT10-T8,-0.8815809463931852,sr332,chb01
freq__theta__FT10-T8,-0.5395285448644472,sr332,chb01
freq__alpha__FT10-T8,-2.6547618046830848,sr332,chb01
freq__beta__FT10-T8,-1.3335576929015873,sr332,chb01
freq__gamma__FT10-T8,0.79753174394549,sr332,chb01
freq__delta__FT9-FT10,1.3952358548113315,sr332,chb01
freq__theta__FT9-FT10,1.4736401884023207,sr332,chb01
freq__alpha__FT9-FT10,2.6487660532293025,sr332,chb01
freq__beta__FT9-FT10,-0.08842391324608086,sr332,chb01
freq__gamma__FT9-FT10,1.1031941398993919,sr332,chb01
freq__delta__FZ-CZ,0.6924211204804356,sr332,chb01
freq__theta__FZ-CZ,-1.630970081056714,sr332,chb01
freq__alpha__FZ-CZ,-0.019046749557511566,sr332,chb01
freq__beta__FZ-CZ,0.9685313310780373,sr332,chb01
freq__gamma__FZ-CZ,0.35991988852379686,sr332,chb01
freq__delta__P3-O1,1.9479900227044067,sr332,chb01
freq__theta__P3-O1,-0.05088255702264561,sr332,chb01
freq__alpha__P3-O1,0.7193715851210962,sr332,chb01
freq__beta__P3-O1,0.8129329784022371,sr332,chb01
freq__gamma__P3-O1,0.05703687809419402,sr332,chb01
freq__delta__P4-O2,0.3655709710586717,sr332,chb01
freq__theta__P4-O2,1.8675124560537828,sr332,chb01
freq__alpha__P4-O2,0.1332642081593695,sr332,chb01
freq__beta__P4-O2,0.29984310861080826,sr332,chb01
freq__gamma__P4-O2,-1.866426110530411,sr332,chb01
freq__delta__P7-O1,1.2085800612002575,sr332,chb01
freq__theta__P7-O1,0.3678577842572974,sr332,chb01
freq__alpha__P7-O1,2.276806239307704,sr332,chb01
freq__beta__P7-O1,-0.13068890554333948,sr332,chb01
freq__gamma__P7-O1,-0.011529142381679002,sr332,chb01
freq__delta__P7-T7,-1.2064376359526119,sr332,chb01
freq__theta__P7-T7,1.7888038863425733,sr332,chb01
freq__alpha__P7-T7,0.16892491126004425,sr332,chb01
freq__beta__P7-T7,-1.3670657413714848,sr332,chb01
freq__gamma__P7-T7,-0.5059773276580778,sr332,chb01
freq__delta__P8-O2,-0.8191928951655093,sr332,chb01
freq__theta__P8-O2,1.0810229050565998,sr332,chb01
freq__alpha__P8-O2,0.25951540467513423,sr332,chb01
freq__beta__P8-O2,-2.167322899089546,sr332,chb01
freq__gamma__P8-O2,0.8719446548224679,sr332,chb01
freq__delta__T7-FT9,-0.22976951857171402,sr332,chb01
freq__theta__T7-FT9,-0.7164355918234334,sr332,chb01
freq__alpha__T7-FT9,-1.2286416677840581,sr332,chb01
freq__beta__T7-FT9,-2.889220466979363,sr332,chb01
freq__gamma__T7-FT9,-0.050665291458636505,sr332,chb01
freq__delta__T7-P7,-1.2064376359526008,sr332,chb01
freq__theta__T7-P7,1.7888038863425766,sr332,chb01
freq__alpha__T7-P7,0.16892491126004905,sr332,chb01
freq__beta__T7-P7,-1.3670657413714846,sr332,chb01
freq__gamma__T7-P7,-0.5059773276580805,sr332,chb01
freq__delta__T8-P8,0.4071888288143382,sr332,chb01
freq__theta__T8-P8,0.21306736729956888,sr332,chb01
freq__alpha__T8-P8,0.20529927370163445,sr332,chb01
freq__beta__T8-P8,-0.5641895592773063,sr332,chb01
freq__gamma__T8-P8,-2.1355628549861985,sr332,chb01
entropy__perm__C3-P3,-0.1959836065938668,sr332,chb01
entropy__spectral__C3-P3,0.3909332306911074,sr332,chb01
entropy__perm__C4-P4,-0.3457936304776163,sr332,chb01
entropy__spectral__C4-P4,0.4550514512398658,sr332,chb01
entropy__perm__CZ-PZ,-1.5405687992978883,sr332,chb01
entropy__spectral__CZ-PZ,-0.4163564651525489,sr332,chb01
entropy__perm__F3-C3,0.7568601426237178,sr332,chb01
entropy__spectral__F3-C3,0.31352536389919144,sr332,chb01
entropy__perm__F4-C4,-0.4509072272599374,sr332,chb01
entropy__spectral__F4-C4,-0.03056138101152571,sr332,chb01
entropy__perm__F7-T7,-1.501985081598922,sr332,chb01
entropy__spectral__F7-T7,0.16264773618439696,sr332,chb01
entropy__perm__F8-T8,0.7573390555531044,sr332,chb01
entropy__spectral__F8-T8,-0.12335476096405107,sr332,chb01
entropy__perm__FP1-F3,1.1250736462164777,sr332,chb01
entropy__spectral__FP1-F3,1.1609296030312202,sr332,chb01
entropy__perm__FP1-F7,-1.0607523943851296,sr332,chb01
entropy__spectral__FP1-F7,-2.341338024138101,sr332,chb01
entropy__perm__FP2-F4,-0.5876461665993004,sr332,chb01
entropy__spectral__FP2-F4,0.33229581709531103,sr332,chb01
entropy__perm__FP2-F8,0.12500594103181115,sr332,chb01
entropy__spectral__FP2-F8,0.8378838117066878,sr332,chb01
entropy__perm__FT10-T8,-0.297454466840894,sr332,chb01
entropy__spectral__FT10-T8,0.3406376587472276,sr332,chb01
entropy__perm__FT9-FT10,0.09584397091290803,sr332,chb01
entropy__spectral__FT9-FT10,0.5500272604501824,sr332,chb01
entropy__perm__FZ-CZ,-0.05396719042545517,sr332,chb01
entropy__spectral__FZ-CZ,-0.048266740449044054,sr332,chb01
entropy__perm__P3-O1,-0.2366917897363914,sr332,chb01
entropy__spectral__P3-O1,0.08680550288426112,sr332,chb01
entropy__perm__P4-O2,-0.750683195941339,sr332,chb01
entropy__spectral__P4-O2,0.9531132190500973,sr332,chb01
entropy__perm__P7-O1,0.6626576477169254,sr332,chb01
entropy__spectral__P7-O1,1.3586331985394002,sr332,chb01
entropy__perm__P7-T7,0.34666295272062697,sr332,chb01
entropy__spectral__P7-T7,-0.24994482100265586,sr332,chb01
entropy__perm__P8-O2,0.8799384304165734,sr332,chb01
entropy__spectral__P8-O2,1.211240602274039,sr332,chb01
entropy__perm__T7-FT9,-0.23639393599160638,sr332,chb01
entropy__spectral__T7-FT9,-0.10700223571860334,sr332,chb01
entropy__perm__T7-P7,0.3466629527205935,sr332,chb01
entropy__spectral__T7-P7,-0.2499448210026837,sr332,chb01
entropy__perm__T8-P8,1.0313569098753752,sr332,chb01
entropy__spectral__T8-P8,-1.435038689611701,sr332,chb01
hjorth__activity__C3-P3,-1.3785878523479234,sr332,chb01
hjorth__mobility__C3-P3,0.2846691093816937,sr332,chb01
hjorth__complexity__C3-P3,0.4253459584052587,sr332,chb01
hjorth__activity__C4-P4,-1.1245571633315663,sr332,chb01
hjorth__mobility__C4-P4,0.5783419398579064,sr332,chb01
hjorth__complexity__C4-P4,0.128767243184193,sr332,chb01
hjorth__activity__CZ-PZ,0.9305915501039915,sr332,chb01
hjorth__mobility__CZ-PZ,1.5524473376228805,sr332,chb01
hjorth__complexity__CZ-PZ,-0.20971370692452818,sr332,chb01
hjorth__activity__F3-C3,0.803717603778945,sr332,chb01
hjorth__mobility__F3-C3,-0.5823394013672436,sr332,chb01
hjorth__complexity__F3-C3,0.4402528678574587,sr332,chb01
hjorth__activity__F4-C4,1.4357843050075068,sr332,chb01
hjorth__mobility__F4-C4,-0.14817737115102295,sr332,chb01
hjorth__complexity__F4-C4,-0.06638204887303685,sr332,chb01
hjorth__activity__F7-T7,0.03695498032708318,sr332,chb01
hjorth__mobility__F7-T7,0.5659411992851239,sr332,chb01
hjorth__complexity__F7-T7,1.3973128032925797,sr332,chb01
hjorth__activity__F8-T8,0.7591758935371599,sr332,chb01
hjorth__mobility__F8-T8,-1.1932905554629338,sr332,chb01
hjorth__complexity__F8-T8,0.37906943245566066,sr332,chb01
hjorth__activity__FP1-F3,0.313122156849063,sr332,chb01
hjorth__mobility__FP1-F3,-0.15591941443132107,sr332,chb01
hjorth__complexity__FP1-F3,-0.24284683131750892,sr332,chb01
hjorth__activity__FP1-F7,-0.01394278387457958,sr332,chb01
hjorth__mobility__FP1-F7,1.520356726052836,sr332,chb01
hjorth__complexity__FP1-F7,-0.002290419364017692,sr332,chb01
hjorth__activity__FP2-F4,-0.06209838734209899,sr332,chb01
hjorth__mobility__FP2-F4,-0.2974787275937023,sr332,chb01
hjorth__complexity__FP2-F4,0.0033595539706261666,sr332,chb01
hjorth__activity__FP2-F8,-0.9001904413946105,sr332,chb01
hjorth__mobility__FP2-F8,-1.347231530250406,sr332,chb01
hjorth__complexity__FP2-F8,-0.4928147626279442,sr332,chb01
hjorth__activity__FT10-T8,-2.034884246083864,sr332,chb01
hjorth__mobility__FT10-T8,-0.15346498240223755,sr332,chb01
hjorth__complexity__FT10-T8,-0.1361065027317906,sr332,chb01
hjorth__activity__FT9-FT10,-3.138190389917688,sr332,chb01
hjorth__mobility__FT9-FT10,-2.6912337327074924,sr332,chb01
hjorth__complexity__FT9-FT10,-0.035834369811580655,sr332,chb01
hjorth__activity__FZ-CZ,0.3158265283066223,sr332,chb01
hjorth__mobility__FZ-CZ,-0.6473271889862212,sr332,chb01
hjorth__complexity__FZ-CZ,0.5185231570851356,sr332,chb01
hjorth__activity__P3-O1,-1.6531581294700641,sr332,chb01
hjorth__mobility__P3-O1,0.3681101867048242,sr332,chb01
hjorth__complexity__P3-O1,0.5249837785297774,sr332,chb01
hjorth__activity__P4-O2,-0.5000239610521185,sr332,chb01
hjorth__mobility__P4-O2,-0.3321038893155068,sr332,chb01
hjorth__complexity__P4-O2,0.47745018030209124,sr332,chb01
hjorth__activity__P7-O1,-2.1614679890222166,sr332,chb01
hjorth__mobility__P7-O1,-3.1858373682517223,sr332,chb01
hjorth__complexity__P7-O1,-0.24419293236383177,sr332,chb01
hjorth__activity__P7-T7,-0.8994806026383928,sr332,chb01
hjorth__mobility__P7-T7,0.7240113761052581,sr332,chb01
hjorth__complexity__P7-T7,0.38218250020188355,sr332,chb01
hjorth__activity__P8-O2,-0.011573298945793894,sr332,chb01
hjorth__mobility__P8-O2,-0.9242951796536488,sr332,chb01
hjorth__complexity__P8-O2,0.237033985324859,sr332,chb01
hjorth__activity__T7-FT9,-1.6970851431772571,sr332,chb01
hjorth__mobility__T7-FT9,1.2148417334450272,sr332,chb01
hjorth__complexity__T7-FT9,-0.8055464929661165,sr332,chb01
hjorth__activity__T7-P7,-0.8994806026384053,sr332,chb01
hjorth__mobility__T7-P7,0.7240113761052805,sr332,chb01
hjorth__complexity__T7-P7,0.3821825002018894,sr332,chb01
hjorth__activity__T8-P8,-0.16620453421274423,sr332,chb01
hjorth__mobility__T8-P8,1.5217629826991528,sr332,chb01
hjorth__complexity__T8-P8,-0.5095570658872306,sr332,chb01
sr__mean10_snr_change_vs_zero_noise_db__FP1-F7__ctx10,-0.18696510430941563,sr332,chb01
sr__mean10_snr_change_vs_zero_noise_db__FP1-F7__ctx10__missing,-1.1280392439015268,sr332,chb01
time__mean__C3-P3,0.0482944252789929,sr332,chb02
time__std__C3-P3,-0.42853335594766984,sr332,chb02
time__rms__C3-P3,-0.3181922482521131,sr332,chb02
time__ptp__C3-P3,0.07729297868011985,sr332,chb02
time__line_length__C3-P3,1.2145254298526946,sr332,chb02
time__mean__C4-P4,-0.10663057078325296,sr332,chb02
time__std__C4-P4,-0.21215736569989765,sr332,chb02
time__rms__C4-P4,-0.19784842552482979,sr332,chb02
time__ptp__C4-P4,0.16911778789943446,sr332,chb02
time__line_length__C4-P4,-0.8562618878352531,sr332,chb02
time__mean__CZ-PZ,0.12000877987427612,sr332,chb02
time__std__CZ-PZ,0.7729700567987344,sr332,chb02
time__rms__CZ-PZ,0.7955031900679228,sr332,chb02
time__ptp__CZ-PZ,-0.7320064548646511,sr332,chb02
time__line_length__CZ-PZ,-0.08712929075313931,sr332,chb02
time__mean__F3-C3,-0.21509100647163354,sr332,chb02
time__std__F3-C3,-0.7095542948943473,sr332,chb02
time__rms__F3-C3,-0.7314195177869334,sr332,chb02
time__ptp__F3-C3,0.8273897032264735,sr332,chb02
time__line_length__F3-C3,0.8736597489863425,sr332,chb02
time__mean__F4-C4,-0.0807047783063792,sr332,chb02
time__std__F4-C4,-0.015860868539733366,sr332,chb02
time__rms__F4-C4,0.11637536386170216,sr332,chb02
time__ptp__F4-C4,0.5701984501030855,sr332,chb02
time__line_length__F4-C4,0.4454162971808501,sr332,chb02
