patient,file,start_sec,end_sec,label,condition,trial,channel_index,rmse_volts,normalized_rmse,correlation,noise_ratio,beta,method,factor,original_samples,retained_samples,sample_ratio,endpoint_policy,reduced_sample_rate,reduced_nyquist,clipped_fraction,substeps,noise_convention,initial_state,clip,target_frequency,mapping
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,0,14,4.296343439719596e-05,0.3,0.9574253334943643,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,0,15,3.0069475267152442e-05,0.29999999999999993,0.9609727731403284,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,0,16,5.005076040556824e-05,0.3,0.9602110056553963,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,0,17,3.275224630530416e-05,0.3,0.9562278493789379,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,0,18,4.481181567473097e-05,0.3,0.9624092650339822,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,0,19,2.7073933080942867e-05,0.3,0.9583599272564818,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,0,20,3.275224630530416e-05,0.3,0.9610886584061069,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,0,21,3.994847541646112e-05,0.3,0.9565523369996085,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,0,4.022401202109376e-05,0.3,0.9559723499196403,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,1,5.425426846586646e-05,0.3,0.9638491857805762,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,2,3.981621460196758e-05,0.3,0.9580191077832316,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,3,4.650845293704771e-05,0.3,0.9617590049917836,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,4,5.287465907557754e-05,0.30000000000000004,0.9551660899292513,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,5,3.6746998332531745e-05,0.3,0.9589841263527625,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,6,4.059559775699689e-05,0.3,0.9571635979823058,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,7,6.87260497057649e-05,0.3,0.9549017296569879,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,8,6.934745391776108e-05,0.3,0.9539611994742107,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,9,5.5542990634349e-05,0.3,0.9561306245915118,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,10,4.690533989406779e-05,0.3,0.9587885325616438,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,11,2.6255090000499615e-05,0.30000000000000004,0.9588913943808263,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,12,4.014345320734233e-05,0.3,0.9588110028230931,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,13,4.827687412003424e-05,0.3,0.9570134957472026,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,14,4.8538494153443535e-05,0.3,0.954213174433702,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,15,4.9681175220965796e-05,0.29999999999999993,0.9561970263665864,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,16,4.796671089292147e-05,0.3,0.962724455325361,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,17,3.5386329898997805e-05,0.30000000000000004,0.9584530602419719,0.3,1.0,,,,,,,,,,,,,,,
